Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
"	Punct	O	N/A	N/A	N/A	N/A
hija	Spn	O	13.77	40.99	-1.01	39.980000000000004
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
Joseph	Eng	PERSON/PERSON	10.18	4.49	-2.38	7.8
H	Eng	PERSON/PERSON	16.45	10.5	-0.8	15.649999999999999
.	Punct	O	N/A	N/A	N/A	N/A
and	Eng	O	58.08	26.56	-0.8	57.28
his	Eng	O	44.36	27.21	-0.8	43.56
300	Num	O	N/A	N/A	N/A	N/A
publications	Eng	O	68.82	23.47	-0.8	68.02
.	Punct	O	N/A	N/A	N/A	N/A
Tenemos	Spn	O	23.41	63.85	-2.38	61.47
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
push	Eng	O	35.32	18.51	-2.38	32.94
past	Eng	O	43.16	23.5	-0.8	42.36
that	Eng	O	68.72	14.42	-0.8	67.92
whole	Eng	O	54.64	17.09	-0.8	53.84
chango	Spn	O	37.55	44.09	-2.38	41.71
-	Punct	O	N/A	N/A	N/A	N/A
on	Eng	O	43.01	23.0	-2.38	40.629999999999995
-	Punct	O	N/A	N/A	N/A	N/A
the	Eng	O	60.83	27.05	-0.8	60.03
-	Punct	O	N/A	N/A	N/A	N/A
back	Eng	O	45.64	16.76	-0.8	44.84
"	Punct	O	N/A	N/A	N/A	N/A
pero	Spn	O	24.95	52.4	-2.38	50.019999999999996
"	Punct	O	N/A	N/A	N/A	N/A
vos	Spn	O	16.53	35.41	-1.01	34.4
sos	Spn	O	20.14	34.65	-1.01	33.64
hija	Spn	O	13.77	40.99	-1.01	39.980000000000004
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
?	Punct	O	N/A	N/A	N/A	N/A
#	Punct	O	N/A	N/A	N/A	N/A
NAME	Eng	O	42.82	33.95	-2.38	40.44
?	Punct	O	N/A	N/A	N/A	N/A
"	Punct	O	N/A	N/A	N/A	N/A
llegar	Spn	O	20.86	51.94	-2.38	49.559999999999995
al	Spn	O	23.37	36.72	-1.01	35.71
espacio	Spn	O	13.38	50.84	-1.01	49.830000000000005
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
es	Spn	O	21.58	44.75	-1.01	43.74
puro	Spn	O	19.61	41.18	-1.01	40.17
vuelo	Spn	O	7.76	45.12	-1.01	44.11
"	Punct	O	N/A	N/A	N/A	N/A
literatura	Spn	O	38.85	41.65	-1.01	40.64
"	Punct	O	N/A	N/A	N/A	N/A
writing	Eng	O	53.56	-1.8	-2.38	51.18
because	Eng	O	75.01	22.56	-0.8	74.21000000000001
ons	Eng	O	30.05	14.4	-0.8	29.25
kannie	Eng	O	15.23	7.39	-0.8	14.43
anders	Eng	O	49.2	27.96	-0.8	48.400000000000006
doen	Eng	O	29.61	20.5	-0.8	28.81
nie	Spn	O	24.24	25.64	-2.38	23.26
.	Punct	O	N/A	N/A	N/A	N/A
We	Eng	O	46.45	7.69	-2.38	44.07
can	Eng	O	46.96	33.02	-0.8	46.160000000000004
do	Eng	O	42.25	32.38	-0.8	41.45
nothing	Eng	O	67.58	19.75	-0.8	66.78
else	Eng	O	44.21	24.26	-0.8	43.410000000000004
.	Punct	O	N/A	N/A	N/A	N/A
We	Eng	O	46.45	7.69	-0.8	45.650000000000006
can	Eng	O	46.96	33.02	-0.8	46.160000000000004
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O	40.21	10.87	-0.8	39.410000000000004
do	Eng	O	42.25	32.38	-0.8	41.45
anything	Eng	O	78.29	10.54	-0.8	77.49000000000001
else	Eng	O	44.21	24.26	-0.8	43.410000000000004
.	Punct	O	N/A	N/A	N/A	N/A
No	Spn	O	39.04	44.89	-2.38	42.51
podemos	Spn	O	15.13	61.2	-1.01	60.190000000000005
no	Spn	O	39.04	44.89	-1.01	43.88
hacerlo	Spn	O	13.64	59.53	-1.01	58.52
.	Punct	O	N/A	N/A	N/A	N/A
Write	Eng	O	44.29	15.44	-2.38	41.91
.	Punct	O	N/A	N/A	N/A	N/A
Escribir	Spn	O	19.44	51.57	-2.38	49.19
siempre	Spn	O	20.12	59.19	-1.01	58.18
"	Punct	O	N/A	N/A	N/A	N/A
every	Eng	O	55.22	18.06	-2.38	52.839999999999996
day	Eng	O	41.73	23.91	-0.8	40.93
"	Punct	O	N/A	N/A	N/A	N/A
joyfully	Eng	O	31.33	10.75	-0.8	30.529999999999998
.	Punct	O	N/A	N/A	N/A	N/A
Cultivating	Eng	O	46.79	16.36	-0.8	45.99
fearlessness	Eng	O	34.25	9.61	-0.8	33.45
.	Punct	O	N/A	N/A	N/A	N/A
Re	Eng	O	44.29	29.91	-0.8	43.49
-	Punct	O	N/A	N/A	N/A	N/A
Design	Eng	O/ORGANIZATION	37.78	23.04	-0.8	36.980000000000004
Crónica	Spn	O/ORGANIZATION	14.5	34.8	-2.38	32.419999999999995
3	Num	O/ORGANIZATION	N/A	N/A	N/A	N/A
junio	Spn	O	29.42	29.97	-1.01	28.959999999999997
2003	Num	O	N/A	N/A	N/A	N/A
Claramonte	Spn	O	13.57	43.02	-1.01	42.010000000000005
"	Punct	O	N/A	N/A	N/A	N/A
Califas	Spn	ORGANIZATION/O	24.72	33.29	-1.01	32.28
Para	Spn	ORGANIZATION/O	27.32	53.43	-1.01	52.42
Saúl	Spn	ORGANIZATION/PERSON	11.24	19.08	-1.01	18.069999999999997
Sosnowski	Eng	ORGANIZATION/PERSON	13.16	9.67	-2.38	10.780000000000001
y	Spn	O	21.5	34.41	-2.38	32.029999999999994
para	Spn	O	27.32	53.43	-1.01	52.42
Andrea	Eng	O/PERSON	32.05	28.33	-2.38	29.669999999999998
“	Punct	O	N/A	N/A	N/A	N/A
Chabelita	Spn	O	13.86	35.34	-2.38	32.96
”	Punct	O	N/A	N/A	N/A	N/A
Gutiérrez	Spn	O/PERSON	3.46	21.87	-1.01	20.86
Me	Spn	O	41.15	43.0	-1.01	41.99
voy	Spn	O	16.9	40.7	-1.01	39.690000000000005
lento	Spn	O	31.17	44.05	-1.01	43.04
pero	Spn	O	24.95	52.4	-1.01	51.39
lentamente	Spn	O	20.33	61.07	-1.01	60.06
desintoxicando	Spn	O	21.21	53.25	-1.01	52.24
"	Punct	O	N/A	N/A	N/A	N/A
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
los	Spn	O	23.65	49.6	-1.01	48.59
worst	Eng	O	48.0	-0.95	-2.38	45.62
moments	Eng	O	48.81	33.08	-0.8	48.010000000000005
del	Spn	O	26.4	45.85	-2.38	43.47
Juvenil	Eng	O/ORGANIZATION	20.43	20.6	-2.38	18.05
"	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
think	Eng	O/MISC	65.69	9.38	-0.8	64.89
(	Punct	O	N/A	N/A	N/A	N/A
LITTLE	Eng	O/ORGANIZATION	62.57	24.78	-0.8	61.77
EYE	Eng	O/ORGANIZATION	26.51	16.38	-0.8	25.71
:	Punct	O	N/A	N/A	N/A	N/A
which	Eng	O	54.48	10.73	-0.8	53.68
are	Eng	O	50.46	30.0	-0.8	49.660000000000004
by	Eng	O	35.52	13.53	-0.8	34.720000000000006
no	Spn	O	39.04	44.89	-2.38	42.51
means	Eng	O	49.27	21.88	-2.38	46.89
gone	Eng	O	48.12	21.26	-0.8	47.32
del	Spn	O	26.4	45.85	-2.38	43.47
todo	Spn	O	28.57	51.36	-1.01	50.35
)	Punct	O	N/A	N/A	N/A	N/A
si	Spn	O	14.77	35.22	-1.01	34.21
bien	Spn	O	22.54	48.79	-1.01	47.78
él	Spn	O	-2.24	30.46	-1.01	29.45
sigue	Spn	O	26.9	46.22	-1.01	45.21
"	Punct	O	N/A	N/A	N/A	N/A
por	Spn	O	25.21	47.08	-1.01	46.07
momentos	Spn	O	26.99	62.81	-1.01	61.800000000000004
"	Punct	O	N/A	N/A	N/A	N/A
acechando	Spn	O	24.2	43.38	-1.01	42.370000000000005
.	Punct	O	N/A	N/A	N/A	N/A
So	Eng	O	43.57	28.06	-2.38	41.19
can	Eng	O	46.96	33.02	-0.8	46.160000000000004
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O	40.21	10.87	-0.8	39.410000000000004
drop	Eng	O	31.11	8.01	-0.8	30.31
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
guard	Eng	O	37.45	28.11	-0.8	36.650000000000006
.	Punct	O	N/A	N/A	N/A	N/A
Porque	Spn	O	23.55	64.76	-2.38	62.38
the	Eng	O	60.83	27.05	-2.38	58.449999999999996
slightest	Eng	O	41.71	-2.57	-0.8	40.910000000000004
sign	Eng	O	34.92	20.25	-0.8	34.120000000000005
of	Eng	O	45.37	12.91	-0.8	44.57
love	Eng	O	45.41	24.46	-0.8	44.61
él	Spn	O	-2.24	30.46	-2.38	28.080000000000002
lo	Spn	O	19.44	42.92	-1.01	41.910000000000004
lee	Spn	O	25.25	27.07	-1.01	26.06
como	Spn	O	21.69	52.03	-1.01	51.02
weakness	Eng	O	45.83	1.06	-2.38	43.449999999999996
"	Punct	O	N/A	N/A	N/A	N/A
and	Eng	O	58.08	26.56	-0.8	57.28
he	Eng	O	44.49	34.18	-0.8	43.690000000000005
horns	Eng	O	32.01	21.82	-0.8	31.209999999999997
in	Eng	O	45.41	25.29	-0.8	44.61
"	Punct	O	N/A	N/A	N/A	N/A
al	Spn	O	23.37	36.72	-2.38	34.339999999999996
embihte	Spn	O	14.92	20.31	-1.01	19.299999999999997
.	Punct	O	N/A	N/A	N/A	N/A
Pero	Spn	O	24.95	52.4	-1.01	51.39
this	Eng	O	59.86	22.07	-2.38	57.48
summer	Eng	O	49.4	24.49	-0.8	48.6
"	Punct	O	N/A	N/A	N/A	N/A
él	Spn	O	-2.24	30.46	-2.38	28.080000000000002
va	Spn	O	12.73	37.22	-1.01	36.21
a	Spn	O	39.06	38.09	-1.01	37.080000000000005
estar	Spn	O	27.68	54.01	-1.01	53.0
en	Spn	O	25.45	42.54	-1.01	41.53
summer	Eng	O	49.4	24.49	-2.38	47.019999999999996
school	Eng	O	54.1	16.16	-0.8	53.300000000000004
y	Spn	O	21.5	34.41	-2.38	32.029999999999994
por	Spn	O	25.21	47.08	-1.01	46.07
las	Spn	O	34.62	47.63	-1.01	46.620000000000005
tardes	Spn	O	29.82	50.48	-1.01	49.47
"	Punct	O	N/A	N/A	N/A	N/A
volunteering	Eng	O	57.32	22.28	-2.38	54.94
o	Spn	O	22.76	28.33	-2.38	25.95
trabajando	Spn	O	23.28	69.73	-1.01	68.72
o	Spn	O	22.76	28.33	-1.01	27.319999999999997
bien	Spn	O	22.54	48.79	-1.01	47.78
hangueando	Spn	O	26.89	46.66	-1.01	45.65
con	Spn	O	33.09	47.17	-1.01	46.160000000000004
los	Spn	O	23.65	49.6	-1.01	48.59
friends	Eng	O	55.7	24.45	-2.38	53.32
en	Spn	O	25.45	42.54	-2.38	40.16
las	Spn	O	34.62	47.63	-1.01	46.620000000000005
cashes	Eng	O	40.79	30.76	-2.38	38.41
"	Punct	O	N/A	N/A	N/A	N/A
qué	Spn	O	-0.63	47.68	-2.38	45.3
sé	Spn	O	-2.55	33.09	-1.01	32.080000000000005
sho	Eng	O	27.56	20.19	-2.38	25.18
.	Punct	O	N/A	N/A	N/A	N/A
Siento	Spn	O	25.29	56.99	-2.38	54.61
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
I	Eng	O	42.31	11.38	-2.38	39.93
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O	33.66	10.74	-0.8	32.86
beginning	Eng	O	62.08	7.13	-0.8	61.28
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
wake	Eng	O/MISC	39.14	8.22	-0.8	38.34
from	Eng	O/MISC	48.14	12.52	-0.8	47.34
hibernation	Eng	O/MISC	43.38	24.42	-0.8	42.580000000000005
.	Punct	O	N/A	N/A	N/A	N/A
O	Spn	O	22.76	28.33	-2.38	25.95
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
una	Spn	O	21.97	46.98	-1.01	45.97
larga	Spn	O	21.56	40.73	-1.01	39.72
pesadisha	Spn	O	8.85	28.19	-1.01	27.18
.	Punct	O	N/A	N/A	N/A	N/A
Hasta	Spn	O	26.75	52.89	-1.01	51.88
parí	Spn	O	6.46	23.5	-1.01	22.49
una	Spn	O	21.97	46.98	-1.01	45.97
croniquita	Spn	O	11.08	34.22	-1.01	33.21
nueva	Spn	O	8.32	44.0	-1.01	42.99
"	Punct	O	N/A	N/A	N/A	N/A
para	Spn	O	27.32	53.43	-1.01	52.42
el	Spn	O	19.84	42.02	-1.01	41.010000000000005
cumple	Spn	O	30.64	42.85	-1.01	41.84
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
Paulina	Spn	PERSON/PERSON	21.91	30.06	-1.01	29.049999999999997
last	Eng	O/PERSON	47.62	23.93	-2.38	45.239999999999995
month	Eng	O	48.02	18.13	-0.8	47.220000000000006
"	Punct	O	N/A	N/A	N/A	N/A
and	Eng	O	58.08	26.56	-0.8	57.28
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O	33.66	10.74	-0.8	32.86
revising	Eng	O	46.4	23.55	-0.8	45.6
and	Eng	O	58.08	26.56	-0.8	57.28
reworking	Eng	O	54.46	7.22	-0.8	53.660000000000004
and	Eng	O	58.08	26.56	-0.8	57.28
rewording	Eng	O	42.88	9.34	-0.8	42.080000000000005
muchas	Spn	O	39.65	57.23	-2.38	54.849999999999994
otras	Spn	O	24.21	48.5	-1.01	47.49
.	Punct	O	N/A	N/A	N/A	N/A
Como	Spn	O	21.69	52.03	-1.01	51.02
saben	Spn	O	22.04	46.42	-1.01	45.410000000000004
"	Punct	O	N/A	N/A	N/A	N/A
siempre	Spn	O	20.12	59.19	-1.01	58.18
me	Spn	O	41.15	43.0	-1.01	41.99
ha	Spn	O	24.83	37.04	-1.01	36.03
sacado	Spn	O	24.39	47.46	-1.01	46.45
bahtante	Spn	O	15.11	33.16	-1.01	32.15
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
onda	Spn	O	24.15	32.71	-1.01	31.7
revisit	Eng	O	42.43	22.35	-2.38	40.05
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
ex	Eng	O	19.52	16.77	-0.8	18.72
-	Punct	O	N/A	N/A	N/A	N/A
escritura	Spn	O	12.17	49.7	-2.38	47.32
(	Punct	O	N/A	N/A	N/A	N/A
pretty	Eng	O	57.15	26.28	-2.38	54.769999999999996
badfor	Eng	O	31.71	18.01	-0.8	30.91
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
writer	Eng	O	45.35	12.64	-0.8	44.550000000000004
"	Punct	O	N/A	N/A	N/A	N/A
hey	Eng	O	43.41	22.69	-0.8	42.61
?	Punct	O	N/A	N/A	N/A	N/A
)	Punct	O	N/A	N/A	N/A	N/A
pero	Spn	O	24.95	52.4	-2.38	50.019999999999996
con	Spn	O	33.09	47.17	-1.01	46.160000000000004
las	Spn	O	34.62	47.63	-1.01	46.620000000000005
crónicas	Spn	O	15.47	36.43	-1.01	35.42
"	Punct	O	N/A	N/A	N/A	N/A
puedo	Spn	O	20.27	54.53	-1.01	53.52
.	Punct	O	N/A	N/A	N/A	N/A
Es	Spn	O	21.58	44.75	-1.01	43.74
más	Spn	O	6.97	45.12	-1.01	44.11
"	Punct	O	N/A	N/A	N/A	N/A
hasta	Spn	O	26.75	52.89	-1.01	51.88
me126	Spn	O	0.88	6.11	-1.01	5.1000000000000005
gusta	Spn	O	15.36	49.99	-1.01	48.980000000000004
.	Punct	O	N/A	N/A	N/A	N/A
Estoy	Spn	O	19.2	54.11	-1.01	53.1
redesigning	Eng	O	47.29	19.38	-2.38	44.91
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
home	Eng	O	50.87	37.23	-0.8	50.07
study	Eng	O	40.28	13.5	-0.8	39.480000000000004
también	Spn	O	10.16	58.67	-2.38	56.29
"	Punct	O	N/A	N/A	N/A	N/A
después	Spn	O	13.53	56.95	-1.01	55.940000000000005
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
las	Spn	O	34.62	47.63	-1.01	46.620000000000005
refacciones	Spn	O	25.78	51.65	-1.01	50.64
hace	Spn	O	31.01	47.7	-1.01	46.690000000000005
casi	Spn	O	17.65	37.73	-1.01	36.72
2	Num	O	N/A	N/A	N/A	N/A
años	Spn	O	10.27	45.21	-1.01	44.2
.	Punct	O	N/A	N/A	N/A	N/A
Can	Eng	O	46.96	33.02	-2.38	44.58
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
believe	Eng	O	58.47	20.9	-0.8	57.67
it	Eng	O	50.11	11.76	-0.8	49.31
?	Punct	O	N/A	N/A	N/A	N/A
Two	Eng	O	43.79	14.75	-0.8	42.99
whole	Eng	O	54.64	17.09	-0.8	53.84
years	Eng	O	60.3	9.69	-0.8	59.5
"	Punct	O	N/A	N/A	N/A	N/A
o	Spn	O	22.76	28.33	-2.38	25.95
casi	Spn	O	17.65	37.73	-1.01	36.72
"	Punct	O	N/A	N/A	N/A	N/A
han	Spn	O	37.39	38.75	-1.01	37.74
pasado	Spn	O	25.73	57.51	-1.01	56.5
.	Punct	O	N/A	N/A	N/A	N/A
Teacordás	Spn	O	15.68	19.61	-1.01	18.599999999999998
"	Punct	O	N/A	N/A	N/A	N/A
it	Eng	O	50.11	11.76	-2.38	47.73
was	Eng	O	51.72	16.52	-0.8	50.92
almost	Eng	O	56.06	12.91	-0.8	55.260000000000005
2	Num	O	N/A	N/A	N/A	N/A
years	Eng	O	60.3	9.69	-0.8	59.5
ago	Eng	O	39.26	29.38	-0.8	38.46
already	Eng	O	51.7	19.14	-0.8	50.900000000000006
"	Punct	O	N/A	N/A	N/A	N/A
cuando	Spn	O	20.56	60.78	-2.38	58.4
volví	Spn	O	-0.06	31.53	-1.01	30.52
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
Buenos	Spn	O/LOCATION	18.33	55.86	-1.01	54.85
Aires	Spn	O/LOCATION	33.73	38.14	-1.01	37.13
tan	Spn	O	29.86	41.15	-1.01	40.14
des	Spn	O	32.3	43.0	-1.01	41.99
/	Punct	O	N/A	N/A	N/A	N/A
bordada	Spn	O	21.52	36.17	-1.01	35.160000000000004
"	Punct	O	N/A	N/A	N/A	N/A
so	Eng	O	43.57	28.06	-2.38	41.19
many	Eng	O	46.88	24.27	-0.8	46.080000000000005
words	Eng	O	46.58	4.49	-0.8	45.78
in	Eng	O	45.41	25.29	-0.8	44.61
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
head	Eng	O	44.83	19.69	-0.8	44.03
"	Punct	O	N/A	N/A	N/A	N/A
roiling	Eng	O	35.77	10.03	-0.8	34.970000000000006
around	Eng	O	60.77	18.39	-0.8	59.970000000000006
"	Punct	O	N/A	N/A	N/A	N/A
como	Spn	O	21.69	52.03	-2.38	49.65
imprinted	Eng	O	49.29	24.17	-2.38	46.91
pero	Spn	O	24.95	52.4	-2.38	50.019999999999996
trying	Eng	O	62.95	14.11	-2.38	60.57
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
rise	Eng	O	37.22	24.64	-0.8	36.42
up	Eng	O	37.07	9.61	-0.8	36.27
"	Punct	O	N/A	N/A	N/A	N/A
off	Eng	O	42.22	10.14	-0.8	41.42
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
skin	Eng	O	29.51	13.7	-0.8	28.71
"	Punct	O	N/A	N/A	N/A	N/A
spilling	Eng	O	46.38	7.57	-0.8	45.580000000000005
out	Eng	O	48.81	12.75	-0.8	48.010000000000005
of	Eng	O	45.37	12.91	-0.8	44.57
me	Spn	O	41.15	43.0	-2.38	40.62
insistentes	Spn	O	42.4	55.58	-1.01	54.57
"	Punct	O	N/A	N/A	N/A	N/A
incontenibles	Spn	O	38.04	51.55	-1.01	50.54
"	Punct	O	N/A	N/A	N/A	N/A
y	Spn	O	21.5	34.41	-1.01	33.4
me	Spn	O	41.15	43.0	-1.01	41.99
lancé	Spn	O	2.88	23.69	-1.01	22.68
directamente	Spn	O	31.98	75.67	-1.01	74.66
a	Spn	O	39.06	38.09	-1.01	37.080000000000005
todas	Spn	O	36.73	52.68	-1.01	51.67
esas	Spn	O	22.42	48.12	-1.01	47.11
major	Eng	O	45.28	30.3	-2.38	42.9
refacciones	Spn	O	25.78	51.65	-2.38	49.269999999999996
del	Spn	O	26.4	45.85	-1.01	44.84
condo	Spn	O	35.56	47.29	-1.01	46.28
?	Punct	O	N/A	N/A	N/A	N/A
Anygüey	Eng	O/PERSON	26.51	21.51	-2.38	24.130000000000003
"	Punct	O	N/A	N/A	N/A	N/A
necesito	Spn	O	30.85	58.48	-2.38	56.099999999999994
—	Punct	O	N/A	N/A	N/A	N/A
again	Eng	O	50.85	25.65	-2.38	48.47
—	Punct	O	N/A	N/A	N/A	N/A
un	Spn	O	21.77	40.51	-2.38	38.129999999999995
poco	Spn	O	17.65	46.44	-1.01	45.43
change	Eng	O	51.87	28.83	-2.38	49.489999999999995
of	Eng	O	45.37	12.91	-0.8	44.57
air	Eng	O	34.26	22.97	-0.8	33.46
y	Spn	O	21.5	34.41	-2.38	32.029999999999994
si	Spn	O	14.77	35.22	-1.01	34.21
bien	Spn	O	22.54	48.79	-1.01	47.78
(	Punct	O	N/A	N/A	N/A	N/A
argentinihmo	Spn	O	11.69	19.14	-1.01	18.13
)	Punct	O	N/A	N/A	N/A	N/A
no	Spn	O	39.04	44.89	-1.01	43.88
puedo	Spn	O	20.27	54.53	-1.01	53.52
cambiarme	Spn	O	19.19	55.71	-1.01	54.7
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
casa	Spn	O	21.54	47.0	-1.01	45.99
"	Punct	O	N/A	N/A	N/A	N/A
SI	Spn	O	14.77	35.22	-1.01	34.21
puedo	Spn	O	20.27	54.53	-1.01	53.52
reposicionar	Spn	O	25.39	51.13	-1.01	50.120000000000005
daddy	Eng	O	33.59	18.36	-2.38	31.210000000000004
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
old	Eng	O	41.25	14.3	-0.8	40.45
desk	Eng	O	29.08	14.48	-0.8	28.279999999999998
(	Punct	O	N/A	N/A	N/A	N/A
enorme	Spn	O	26.85	43.24	-2.38	40.86
"	Punct	O	N/A	N/A	N/A	N/A
macizo	Spn	O	13.84	27.72	-1.01	26.709999999999997
)	Punct	O	N/A	N/A	N/A	N/A
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
heredé	Spn	O	15.5	26.27	-1.01	25.259999999999998
(	Punct	O	N/A	N/A	N/A	N/A
y	Spn	O	21.5	34.41	-1.01	33.4
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
él	Spn	O	-2.24	30.46	-1.01	29.45
había	Spn	O	14.7	50.09	-1.01	49.080000000000005
heredado	Spn	O	35.72	46.62	-1.01	45.61
"	Punct	O	N/A	N/A	N/A	N/A
por	Spn	O	25.21	47.08	-1.01	46.07
otra	Spn	O	20.45	45.86	-1.01	44.85
parte	Spn	O	31.11	52.35	-1.01	51.34
"	Punct	O	N/A	N/A	N/A	N/A
from	Eng	O	48.14	12.52	-2.38	45.76
Montesinos	Spn	PERSON/PERSON	25.25	45.64	-2.38	43.26
"	Punct	O	N/A	N/A	N/A	N/A
en	Spn	O	25.45	42.54	-1.01	41.53
Berkeley	Eng	ORGANIZATION/LOCATION	29.38	17.97	-2.38	27.0
)	Punct	O	N/A	N/A	N/A	N/A
"	Punct	O	N/A	N/A	N/A	N/A
y	Spn	O	21.5	34.41	-2.38	32.029999999999994
las	Spn	O	34.62	47.63	-1.01	46.620000000000005
estanterías	Spn	O	17.78	67.4	-1.01	66.39
(	Punct	O	N/A	N/A	N/A	N/A
sha	Eng	O	21.58	18.74	-2.38	19.2
sé	Spn	O	-2.55	33.09	-2.38	30.710000000000004
:	Punct	O	N/A	N/A	N/A	N/A
bibliotecas	Spn	O	15.22	40.46	-1.01	39.45
les	Spn	O	34.52	42.49	-1.01	41.480000000000004
dicen	Spn	O	20.04	48.62	-1.01	47.61
"	Punct	O	N/A	N/A	N/A	N/A
en	Spn	O	25.45	42.54	-1.01	41.53
el	Spn	O	19.84	42.02	-1.01	41.010000000000005
país	Spn	O	11.5	35.95	-1.01	34.940000000000005
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
Uds	Eng	O/LOCATION	17.35	12.75	-2.38	14.970000000000002
.	Punct	O	N/A	N/A	N/A	N/A
)	Punct	O	N/A	N/A	N/A	N/A
y	Spn	O	21.5	34.41	-2.38	32.029999999999994
mis	Spn	O	27.57	40.33	-1.01	39.32
piles	Eng	O	36.06	34.43	-2.38	33.68
of	Eng	O	45.37	12.91	-0.8	44.57
books	Eng	O	42.82	11.79	-0.8	42.02
and	Eng	O	58.08	26.56	-0.8	57.28
notes	Eng	O	41.46	39.75	-0.8	40.660000000000004
.	Punct	O	N/A	N/A	N/A	N/A
And	Eng	O	58.08	26.56	-0.8	57.28
I	Eng	O	42.31	11.38	-0.8	41.510000000000005
can	Eng	O	46.96	33.02	-0.8	46.160000000000004
redrape	Eng	O	28.53	19.97	-0.8	27.73
los	Spn	O	23.65	49.6	-2.38	47.22
grandes	Spn	O	36.11	53.43	-1.01	52.42
"	Punct	O	N/A	N/A	N/A	N/A
sensuales	Spn	O	34.99	49.29	-1.01	48.28
"	Punct	O	N/A	N/A	N/A	N/A
too	Eng	O	46.65	16.45	-2.38	44.269999999999996
-	Punct	O	N/A	N/A	N/A	N/A
Baroque	Spn	O	27.11	34.61	-2.38	32.23
mantones	Spn	O	36.72	46.75	-1.01	45.74
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
sedabordada	Spn	O	9.57	31.21	-1.01	30.2
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
me	Spn	O	41.15	43.0	-1.01	41.99
compré	Spn	O	13.47	44.1	-1.01	43.09
en	Spn	O	25.45	42.54	-1.01	41.53
Andalucía	Spn	O/LOCATION	16.46	34.96	-1.01	33.95
con	Spn	O	33.09	47.17	-1.01	46.160000000000004
Hugo	Spn	O/PERSON	26.32	23.72	-1.01	22.709999999999997
y	Spn	O	21.5	34.41	-1.01	33.4
las	Spn	O	34.62	47.63	-1.01	46.620000000000005
fotos	Spn	O	17.23	40.74	-1.01	39.730000000000004
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
bullfighters	Eng	O	42.68	5.38	-2.38	40.3
que	Spn	O	26.46	56.13	-2.38	53.75
sacaste	Spn	O	28.02	48.32	-1.01	47.31
y	Spn	O	21.5	34.41	-1.01	33.4
me	Spn	O	41.15	43.0	-1.01	41.99
enviaste	Spn	O	28.23	44.42	-1.01	43.410000000000004
"	Punct	O	N/A	N/A	N/A	N/A
Andi	Eng	PERSON/MISC	27.91	20.97	-2.38	25.53
—	Punct	O	N/A	N/A	N/A	N/A
as	Eng	O	41.38	30.98	-0.8	40.580000000000005
corrida	Spn	O	27.32	50.07	-2.38	47.69
-	Punct	O	N/A	N/A	N/A	N/A
hungry	Eng	O	41.04	12.83	-2.38	38.66
as	Eng	O	41.38	30.98	-0.8	40.580000000000005
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
am	Eng	O/MISC	30.77	12.36	-0.8	29.97
—	Punct	O	N/A	N/A	N/A	N/A
y	Spn	O	21.5	34.41	-2.38	32.029999999999994
puedo	Spn	O	20.27	54.53	-1.01	53.52
move	Eng	O	45.79	27.85	-2.38	43.41
around	Eng	O	60.77	18.39	-0.8	59.970000000000006
"	Punct	O	N/A	N/A	N/A	N/A
cambiar	Spn	O	25.01	49.75	-2.38	47.37
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
